item_id,name,usable_at_45,required_level,item_level,slot,slot_code,item_type,item_subtype,quality,spell_power,intellect,haste,hit,crit,spirit,mp5,chrono_score,discovered,collected,worldforged,locations,tooltip
515185,Zapping Rod,True,45,50,Main hand,INVTYPE_WEAPONMAINHAND,Weapon,One-Handed Maces,3,11,6,0,0,0,0,0,15.8,True,False,True,"Feralas 45.0, 43.2 [CONFIRMED]","zapping rod worldforged binds when picked up main hand mace 39 - 59 damage speed 2.30 (21.2 damage per second) +4 strength +6 intellect requires level 45 item level 50 equip: increases spell power by 11. equip: chance to release stored energy, dealing 63 nature damage to the target.   you haven't collected this appearance"
515168,Long-Clawed Gnoll Paw,True,45,50,Main hand,INVTYPE_WEAPONMAINHAND,Weapon,Fist Weapons,3,0,0,0,7,0,0,0,3.15,True,False,True,"Feralas 74.1, 62.0 [CONFIRMED]",long-clawed gnoll paw worldforged binds when picked up main hand fist weapon 70 - 106 damage speed 2.70 (32.6 damage per second) +6 agility requires level 45 item level 50 equip: improves hit rating by 7. equip: increases attack power by 9.   you haven't collected this appearance
354273,Vigilant Glaive,True,45,50,Main hand,INVTYPE_WEAPONMAINHAND,Weapon,One-Handed Swords,3,0,0,0,0,0,0,0,0.0,True,False,True,"Azshara 20.9, 62.0 [CONFIRMED]",vigilant glaive worldforged binds when picked up main hand sword 57 - 86 damage speed 2.20 (32.5 damage per second) +6 agility +6 stamina requires level 45 item level 50 equip: increases your expertise rating by 7.   you haven't collected this appearance
515178,Necklace of the Sunken Empire,True,45,50,Neck,INVTYPE_NECK,Armor,Miscellaneous,4,6,7,0,0,0,0,0,11.6,True,False,True,"Feralas 53.0, 76.0 [FADING]",necklace of the sunken empire worldforged binds when picked up neck +4 stamina +7 intellect requires level 45 item level 50 equip: increases spell power by 6. equip: your direct spells have a chance to restore 75 mana every 4 sec for 12 seconds.
515163,Ambercoil Pendant,True,45,50,Neck,INVTYPE_NECK,Armor,Miscellaneous,3,0,0,0,0,0,0,0,0.0,True,False,True,"Feralas 78.2, 62.9 [FADING]",ambercoil pendant worldforged binds when picked up neck +8 agility +8 stamina +6 nature resistance requires level 45 item level 50
354236,Defiled Necklace,True,45,50,Neck,INVTYPE_NECK,Armor,Miscellaneous,3,0,0,0,0,0,0,0,0.0,False,False,True,,"defiled necklace worldforged binds when picked up neck +14 stamina +4 fire resistance +4 nature resistance +4 frost resistance +13 shadow resistance +4 arcane resistance requires level 45 item level 50 ""once made to protect its wearer from harm, this necklace has been twisted by its proximity to the atal'ai."""
515823,Winkey's Misplaced Wrench,True,45,50,One-hand,INVTYPE_WEAPON,Weapon,One-Handed Maces,3,8,9,0,0,0,0,0,15.2,True,False,True,"Tanaris 66.0, 64.3 [CONFIRMED]",winkey's misplaced wrench worldforged binds when picked up one-hand mace 68 - 102 damage speed 2.60 (32.7 damage per second) +5 strength +9 intellect requires level 45 item level 50 equip: increases spell power by 8.   you haven't collected this appearance
515145,Seamstress Scissors,True,45,50,One-hand,INVTYPE_WEAPON,Weapon,Daggers,4,0,0,0,7,0,0,0,3.15,True,False,True,"Feralas 84.0, 49.0 [FADING]",seamstress scissors worldforged binds when picked up one-hand dagger 51 - 77 damage speed 1.70 (37.6 damage per second) +6 agility requires level 45 item level 50 equip: improves hit rating by 7. equip: increases your armor penetration rating by 6. equip: tailoring skill increased by 5.   you haven't collected this appearance
354238,Sharpened Dragon Bone,True,45,50,One-hand,INVTYPE_WEAPON,Weapon,Daggers,3,0,0,0,0,0,0,0,0.0,False,False,True,,sharpened dragon bone worldforged binds when picked up one-hand dagger 47 - 70 damage speed 1.80 (32.5 damage per second) +8 agility requires level 45 item level 50 equip: increases attack power by 13.   you haven't collected this appearance
415104,Mind's Eye Fragment,True,45,50,Ranged,INVTYPE_RANGEDRIGHT,Weapon,Wands,4,5,5,0,0,0,0,0,9.0,True,False,True,"Stranglethorn Vale 53.0, 28.0 [CONFIRMED]",mind's eye fragment worldforged binds when picked up ranged wand 87 - 131 fire damage speed 2.00 (54.5 damage per second) +4 stamina +5 intellect requires level 45 item level 50 equip: increases spell power by 5.   you haven't collected this appearance
354513,Wand of the Sands,True,45,50,Ranged,INVTYPE_RANGEDRIGHT,Weapon,Wands,3,5,0,0,0,0,4,0,5.0,True,False,True,"Tanaris 40.0, 29.0 [FADING]",wand of the sands worldforged binds when picked up ranged wand 64 - 96 fire damage speed 1.70 (47.1 damage per second) +3 stamina +4 spirit requires level 45 item level 50 equip: increases spell power by 5.   you haven't collected this appearance
515186,Strider Shot,True,45,50,Ranged,INVTYPE_RANGEDRIGHT,Weapon,Guns,3,0,0,0,0,0,0,0,0.0,True,False,True,"Feralas 40.4, 34.3 [CONFIRMED]",strider shot worldforged binds when picked up ranged gun 74 - 110 damage speed 2.90 (31.7 damage per second) +3 agility +3 stamina requires level 45 item level 50 equip: increases attack power against giants by 25.   you haven't collected this appearance
415150,Stonebloom Idol,True,45,50,Relic,INVTYPE_RELIC,Armor,Idols,3,0,0,0,0,0,0,0,0.0,False,False,True,,"stonebloom idol worldforged binds when picked up relic idol +3 stamina requires level 45 item level 50 equip: increases your dodge rating by 4. equip: feral charge - bear slams the ground, unleashing a devastating explosion of earth and rocks causing 40 physical damage to upto 5 enemies within 8 yards."
515164,Silithid Husk Shield,True,45,50,Shield,INVTYPE_SHIELD,Armor,Shields,3,0,9,0,0,6,0,0,9.6,True,False,True,"Feralas 79.0, 62.9 [CONFIRMED]",silithid husk shield worldforged binds when picked up off hand shield 1527 armor 29 block +5 strength +9 intellect requires level 45 item level 50 equip: improves critical strike rating by 6.   you haven't collected this appearance
515770,Lid of the Dead,True,45,50,Shield,INVTYPE_SHIELD,Armor,Shields,3,0,0,0,0,0,0,0,0.0,True,False,True,"Tanaris 40.7, 40.7 [FADING]",lid of the dead worldforged binds when picked up off hand shield 1527 armor 29 block +6 stamina requires level 45 item level 50 equip: increases your dodge rating by 7. equip: increases the block value of your shield by 6.   you haven't collected this appearance
515716,Terrapine Carapace,True,45,50,Shield,INVTYPE_SHIELD,Armor,Shields,2,0,0,0,0,0,0,0,0.0,True,False,True,"The Hinterlands 80.2, 55.3 [FADING]",terrapine carapace worldforged binds when picked up off hand shield 1380 armor 26 block +5 stamina requires level 45 item level 50 equip: increases your shield block rating by 6. equip: increases the block value of your shield by 5.   you haven't collected this appearance
354239,Pauldrons of the Ancient Prophet,True,45,50,Shoulders,INVTYPE_SHOULDER,Armor,Mail,3,11,13,0,0,0,0,0,21.4,False,False,True,,pauldrons of the ancient prophet worldforged binds when picked up shoulder mail 192 armor +8 stamina +13 intellect requires level 45 item level 50 equip: increases spell power by 11.   you haven't collected this appearance
515252,Dark Iron Leatherpads,True,45,50,Shoulders,INVTYPE_SHOULDER,Armor,Leather,2,0,0,0,0,0,0,0,0.0,True,False,True,"Searing Gorge 51.1, 67.1 [FADING]",dark iron leatherpads worldforged binds when picked up shoulder leather 46 armor +7 agility +7 stamina requires level 45 item level 50 equip: increases your expertise rating by 8.   you haven't collected this appearance
515176,Runestone Figurine,True,45,50,Trinket,INVTYPE_TRINKET,Armor,Miscellaneous,3,0,8,0,0,0,0,0,6.4,True,False,True,"Feralas 58.5, 71.0 [CONFIRMED]",runestone figurine worldforged binds when picked up unique-equipped trinket +8 intellect requires level 45 item level 50 use: deals 91 arcane damage to nearby enemies and knocks creatures back slightly. (3 min cooldown)
515260,Contraband Magician Rod,True,45,50,Two-hand,INVTYPE_2HWEAPON,Weapon,Staves,3,28,13,9,0,0,0,0,44.25,True,False,True,"Searing Gorge 35.0, 52.0 [CONFIRMED]",contraband magician rod worldforged binds when picked up two-hand staff 38 - 58 damage speed 2.90 (16.5 damage per second) +9 stamina +13 intellect requires level 45 item level 50 equip: improves haste rating by 9. equip: increases spell power by 28.   you haven't collected this appearance
515261,Zamael's Corrupted Twilight,True,45,50,Two-hand,INVTYPE_2HWEAPON,Weapon,Two-Handed Axes,3,0,11,0,0,0,0,0,8.8,True,False,True,"Searing Gorge 30.0, 26.0 [CONFIRMED]",zamael's corrupted twilight worldforged binds when picked up two-hand axe 123 - 184 damage speed 3.60 (42.6 damage per second) +8 agility +8 stamina +11 intellect requires level 45 item level 50 equip: direct damaging spells have a chance to make your auto attacks deal additional fire damage for 5 seconds.   you haven't collected this appearance
515191,Hatestrike,True,45,50,Two-hand,INVTYPE_2HWEAPON,Weapon,Polearms,3,0,0,0,9,0,0,0,4.05,True,False,True,"Feralas 28.8, 70.8 [FADING]","hatestrike worldforged binds when picked up two-hand polearm 123 - 184 damage speed 3.60 (42.6 damage per second) +8 agility +8 stamina requires level 45 item level 50 equip: improves hit rating by 9. chance on hit: strike with the seething hatred of the depths, causing an additional 103 frost damage.   you haven't collected this appearance"
354237,Dragoncarver,True,45,50,Two-hand,INVTYPE_2HWEAPON,Weapon,Two-Handed Axes,3,0,0,0,0,0,0,0,0.0,False,False,True,,dragoncarver worldforged binds when picked up two-hand axe 123 - 184 damage speed 3.60 (42.6 damage per second) +11 strength +11 stamina requires level 45 item level 50 equip: increases attack power by 17.   you haven't collected this appearance
515284,Runed Ogre Wrap,True,45,50,Waist,INVTYPE_WAIST,Armor,Cloth,3,10,11,0,0,8,0,0,22.0,True,False,True,"Blasted Lands 45.5, 16.2 [CONFIRMED]","runed ogre wrap worldforged binds when picked up waist cloth 12 armor +11 intellect requires level 45 item level 50 equip: improves critical strike rating by 8. equip: increases spell power by 10. ""the runes on the belt pulse with power from a long forgotten era.""   you haven't collected this appearance"
410155,Ghost-thread Shroud,False,53,58,Back,INVTYPE_CLOAK,Armor,Cloth,3,11,12,0,0,0,11,0,20.6,True,False,True,"Eastern Plaguelands 34.4, 79.4 [FADING]",ghost-thread shroud worldforged binds when picked up back 38 armor +12 intellect +11 spirit requires level 53 item level 58 equip: increases spell power by 11.   you haven't collected this appearance
515406,Water Dredger's Wrap,False,53,58,Back,INVTYPE_CLOAK,Armor,Cloth,2,9,10,0,0,0,0,0,17.0,True,False,True,"Un'Goro Crater 46.0, 43.0 [CONFIRMED]",water dredger's wrap worldforged binds when picked up back 34 armor +7 stamina +10 intellect requires level 53 item level 58 equip: increases spell power by 9.   you haven't collected this appearance
515705,Soothsayer Shroud,False,46,51,Back,INVTYPE_CLOAK,Armor,Cloth,3,9,10,0,0,0,9,0,17.0,True,False,True,"The Hinterlands 53.2, 39.2 [FADING]",soothsayer shroud worldforged binds when picked up back 11 armor +10 intellect +9 spirit requires level 46 item level 51 equip: increases spell power by 9.   you haven't collected this appearance
515300,Cursed Drape,False,53,58,Back,INVTYPE_CLOAK,Armor,Cloth,3,11,0,0,0,0,11,0,11.0,True,False,True,"Blasted Lands 43.0, 42.0 [CONFIRMED]",cursed drape worldforged binds when picked up back 38 armor +8 stamina +11 spirit requires level 53 item level 58 equip: increases spell power by 11.   you haven't collected this appearance
410187,Firestorm Cloak,False,54,59,Back,INVTYPE_CLOAK,Armor,Cloth,3,0,0,8,0,9,0,0,8.8,True,False,True,"Burning Steppes 78.0, 49.5 [CONFIRMED]",firestorm cloak worldforged binds when picked up back 38 armor +8 stamina requires level 54 item level 59 equip: improves critical strike rating by 9. equip: improves haste rating by 8.   you haven't collected this appearance
354255,Cartographer's Cape,False,50,55,Back,INVTYPE_CLOAK,Armor,Cloth,2,8,0,0,0,0,8,0,8.0,True,False,True,"Swamp of Sorrows 49.7, 49.6 [FADING]",cartographer's cape worldforged binds when picked up back 33 armor +6 stamina +8 spirit requires level 50 item level 55 equip: increases spell power by 8.   you haven't collected this appearance
515388,Slightly Sticky Cloak,False,52,57,Back,INVTYPE_CLOAK,Armor,Cloth,3,0,0,0,9,8,0,0,7.25,True,False,True,"Un'Goro Crater 48.0, 36.0 [FADING]",slightly sticky cloak worldforged binds when picked up back 37 armor +8 stamina +5 nature resistance requires level 52 item level 57 equip: improves critical strike rating by 8. equip: improves hit rating by 9.   you haven't collected this appearance
515375,Pterrodax Scale Cloak,False,52,57,Back,INVTYPE_CLOAK,Armor,Cloth,3,0,0,0,9,0,0,0,4.05,True,False,True,"Un'Goro Crater 57.6, 91.0 [FADING]",pterrodax scale cloak worldforged binds when picked up back 37 armor +8 agility +8 stamina requires level 52 item level 57 equip: improves hit rating by 9.   you haven't collected this appearance
515709,Zul Warder's Cloak,False,46,51,Back,INVTYPE_CLOAK,Armor,Cloth,3,0,0,0,8,0,0,0,3.6,True,False,True,"The Hinterlands 47.0, 70.0 [CONFIRMED]",zul warder's cloak worldforged binds when picked up back 11 armor +6 strength +7 agility requires level 46 item level 51 equip: improves hit rating by 8.   you've collected this appearance
515629,Spitelash Warbanner,False,50,55,Back,INVTYPE_CLOAK,Armor,Cloth,3,0,0,0,7,0,0,0,3.15,True,False,True,"Azshara 47.1, 59.5 [CONFIRMED]","spitelash warbanner worldforged binds when picked up back 36 armor +5 strength +6 stamina requires level 50 item level 55 equip: increases attack power by 9. equip: improves hit rating by 7. ""these lands bear the name of her radiance, and in her name shall we reclaim them!""   you haven't collected this appearance"
217847,Shroud of Infernal Shadows,False,55,60,Back,INVTYPE_CLOAK,Armor,Cloth,3,0,0,0,0,7,0,0,2.8,False,False,True,,shroud of infernal shadows binds when picked up back 35 armor +5 agility +5 stamina requires level 51 item level 49 equip: increases attack power by 7. equip: improves critical strike rating by 5. equip: improves your resilience rating by 12.   you haven't collected this appearance
515193,Thunderfur Cloak,False,46,51,Back,INVTYPE_CLOAK,Armor,Cloth,2,0,0,0,0,6,0,0,2.4,True,False,True,"Feralas 45.0, 26.0 [CONFIRMED]",thunderfur cloak worldforged binds when picked up back 10 armor +5 stamina requires level 46 item level 51 equip: increases attack power by 8. equip: improves critical strike rating by 6.   you haven't collected this appearance
354325,Torn Cloak,False,59,64,Back,INVTYPE_CLOAK,Armor,Cloth,3,0,0,0,0,0,0,0,0.0,True,False,True,"Silithus 67.3, 83.0 [CONFIRMED]",torn cloak worldforged binds when picked up back 41 armor +8 strength +9 stamina requires level 59 item level 64 equip: increases your parry rating by 11.   you haven't collected this appearance
410109,Ice Thistle Cape,False,56,61,Back,INVTYPE_CLOAK,Armor,Cloth,3,0,0,0,0,0,0,0,0.0,True,False,True,"Winterspring 71.0, 37.7 [CONFIRMED]",ice thistle cape worldforged binds when picked up back 40 armor +8 strength +9 stamina requires level 56 item level 61 equip: increases your dodge rating by 10.   you haven't collected this appearance
410211,Ashen Cape,False,55,60,Back,INVTYPE_CLOAK,Armor,Cloth,3,0,0,0,0,0,0,0,0.0,True,False,True,"Burning Steppes 63.0, 23.0 [CONFIRMED]",ashen cape worldforged binds when picked up back 39 armor +8 strength +8 stamina requires level 55 item level 60 equip: increases your dodge rating by 10.   you haven't collected this appearance
354453,Banner of the Dark Riders,False,55,60,Back,INVTYPE_CLOAK,Armor,Cloth,3,0,0,0,0,0,0,0,0.0,True,False,True,"Deadwind Pass 37.7, 30.6 [CONFIRMED]","banner of the dark riders worldforged binds when picked up back 39 armor +8 strength +8 stamina requires level 55 item level 60 equip: increases your dodge rating by 10. ""the sound of hoofbeats can be heard as you hold this piece of tattered cloth.""   you haven't collected this appearance"
410097,Wintergale Cloak,False,55,60,Back,INVTYPE_CLOAK,Armor,Cloth,3,0,0,0,0,0,0,0,0.0,True,False,True,"Winterspring 52.8, 27.2 [CONFIRMED]",wintergale cloak worldforged binds when picked up back 39 armor +14 stamina requires level 55 item level 60 equip: +8 stamina.   you haven't collected this appearance
410174,Scourge Cloak,False,53,58,Back,INVTYPE_CLOAK,Armor,Cloth,3,0,0,0,0,0,0,0,0.0,True,False,True,"Eastern Plaguelands 23.8, 29.9 [FADING]",scourge cloak worldforged binds when picked up back 38 armor +8 agility +8 stamina requires level 53 item level 58 equip: increases attack power by 12.   you haven't collected this appearance
515363,Silverback Cape,False,52,57,Back,INVTYPE_CLOAK,Armor,Cloth,2,0,0,0,0,0,0,0,0.0,True,False,True,"Un'Goro Crater 65.9, 18.3 [CONFIRMED]",silverback cape worldforged binds when picked up back 33 armor +6 strength +6 stamina requires level 52 item level 57 equip: increases attack power by 9.   you haven't collected this appearance
515327,Umbral Stalker's Tarp,False,51,56,Back,INVTYPE_CLOAK,Armor,Cloth,3,0,0,0,0,0,0,0,0.0,True,False,True,"Felwood 45.2, 34.1 [FADING]",umbral stalker's tarp worldforged binds when picked up back 36 armor +8 agility +7 stamina requires level 51 item level 56 equip: increases attack power by 11.   you haven't collected this appearance
410035,Plagued Cloak,False,50,55,Back,INVTYPE_CLOAK,Armor,Cloth,3,0,0,0,0,0,0,0,0.0,True,False,True,"Western Plaguelands 40.0, 79.0 [CONFIRMED]",plagued cloak worldforged binds when picked up back 36 armor +7 strength +7 stamina requires level 50 item level 55 equip: increases defense rating by 8.   you haven't collected this appearance
515711,Slime Coated Cloak,False,48,53,Back,INVTYPE_CLOAK,Armor,Cloth,3,0,0,0,0,0,0,0,0.0,True,False,True,"The Hinterlands 54.7, 40.5 [CONFIRMED]",slime coated cloak worldforged binds when picked up back 11 armor +6 strength +7 stamina requires level 48 item level 53 equip: increases defense rating by 8.   you haven't collected this appearance
515822,Sun Cover,False,48,53,Back,INVTYPE_CLOAK,Armor,Cloth,3,0,0,0,0,0,0,0,0.0,True,False,True,"Tanaris 63.0, 71.1 [FADING]",sun cover worldforged binds when picked up back 11 armor +10 stamina +10 fire resistance requires level 48 item level 53 equip: increases defense rating by 11.   you haven't collected this appearance
515748,Sand Cover,False,47,52,Back,INVTYPE_CLOAK,Armor,Cloth,2,0,0,0,0,0,0,0,0.0,True,False,True,"Tanaris 37.9, 67.6 [CONFIRMED]",sand cover worldforged binds when picked up back 10 armor +6 agility +6 stamina requires level 47 item level 52 equip: increases your dodge rating by 6.   you haven't collected this appearance
410157,Spiritwoven Vestments,False,58,63,Chest,INVTYPE_ROBE,Armor,Cloth,3,20,23,0,0,0,20,0,38.4,True,False,True,"Eastern Plaguelands 76.3, 41.0 [FADING]",spiritwoven vestments worldforged binds when picked up chest cloth 82 armor +23 intellect +20 spirit requires level 58 item level 63 equip: increases spell power by 20.   you haven't collected this appearance
410050,Runaway's Tunic,False,58,63,Chest,INVTYPE_CHEST,Armor,Leather,3,16,18,11,0,0,16,0,37.55,True,False,True,"Silithus 67.1, 69.7 [CONFIRMED]",runaway's tunic worldforged binds when picked up chest leather 164 armor +18 intellect +16 spirit requires level 58 item level 63 equip: increases spell power by 16. equip: improves haste rating by 11.   you haven't collected this appearance
217846,Tattered Tunic,False,55,60,Chest,INVTYPE_ROBE,Armor,Cloth,3,15,17,13,0,0,0,0,37.05,False,False,True,,tattered tunic binds when picked up chest cloth 71 armor +11 stamina +17 intellect requires level 51 item level 49 equip: increases spell power by 15. equip: improves spell haste rating by 13. equip: improves your resilience rating by 34.   you haven't collected this appearance
410064,Rockstalker Silk Robe,False,57,62,Chest,INVTYPE_ROBE,Armor,Cloth,3,16,17,0,0,12,16,0,34.4,True,False,True,"Silithus 33.1, 75.9 [CONFIRMED]",rockstalker silk robe worldforged binds when picked up chest cloth 81 armor +17 intellect +16 spirit requires level 57 item level 62 equip: increases spell power by 16. equip: improves critical strike rating by 12.   you haven't collected this appearance
410116,Frostweave Vestment,False,56,61,Chest,INVTYPE_ROBE,Armor,Cloth,3,16,17,0,0,12,0,0,34.4,True,False,True,"Winterspring 66.0, 60.0 [CONFIRMED]",frostweave vestment worldforged binds when picked up chest cloth 80 armor +12 stamina +17 intellect requires level 56 item level 61 equip: increases spell power by 16. equip: improves critical strike rating by 12.   you haven't collected this appearance
410128,Revival Garments,False,55,60,Chest,INVTYPE_CHEST,Armor,Leather,3,15,17,0,0,0,15,0,28.6,True,False,True,"Eastern Plaguelands 24.1, 78.2 [CONFIRMED]",revival garments worldforged binds when picked up chest leather 157 armor +11 stamina +17 intellect +15 spirit requires level 55 item level 60 equip: increases spell power by 15.   you haven't collected this appearance
515699,Brood Caller's Raiment,False,46,51,Chest,INVTYPE_CHEST,Armor,Leather,3,15,17,0,0,0,15,0,28.6,True,False,True,"The Hinterlands 32.0, 67.0 [CONFIRMED]",brood caller's raiment worldforged binds when picked up chest leather 68 armor +17 intellect +15 spirit requires level 46 item level 51 equip: increases spell power by 15.   you haven't collected this appearance
515697,Hexweave Robes,False,46,51,Chest,INVTYPE_ROBE,Armor,Cloth,3,15,17,0,0,0,0,0,28.6,True,False,True,"The Hinterlands 24.9, 65.9 [CONFIRMED]",hexweave robes worldforged binds when picked up chest cloth 22 armor +11 stamina +17 intellect requires level 46 item level 51 equip: increases spell power by 15.   you haven't collected this appearance
354278,Legashi Hellmail,False,51,56,Chest,INVTYPE_CHEST,Armor,Mail,3,14,15,0,0,0,0,0,26.0,True,False,True,"Azshara 51.9, 19.4 [FADING]",legashi hellmail worldforged binds when picked up chest mail 312 armor +10 stamina +15 intellect requires level 51 item level 56 equip: increases spell power by 14. equip: increases attack power by 15.   you haven't collected this appearance
354276,Bear's Head Apprentice Robe,False,46,51,Chest,INVTYPE_ROBE,Armor,Cloth,3,12,13,0,0,9,0,0,26.0,True,False,True,"Azshara 29.9, 40.1 [FADING]",bear's head apprentice robe worldforged binds when picked up chest cloth 22 armor +9 stamina +13 intellect requires level 46 item level 51 equip: increases spell power by 12. equip: improves critical strike rating by 9.   you haven't collected this appearance
515398,Silithid Ritual Robe,False,51,56,Chest,INVTYPE_ROBE,Armor,Cloth,3,17,0,0,15,0,0,0,23.75,True,False,True,"Un'Goro Crater 44.2, 74.2 [CONFIRMED]",silithid ritual robe worldforged binds when picked up chest cloth 74 armor +13 stamina requires level 51 item level 56 equip: increases spell power by 17. equip: improves hit rating by 15.   you haven't collected this appearance
354461,Celsalia's Luxorious Robes,False,58,63,Chest,INVTYPE_ROBE,Armor,Cloth,3,16,0,11,0,0,16,0,23.15,True,False,True,"Deadwind Pass 42.8, 74.4 [FADING]","celsalia's luxorious robes worldforged binds when picked up chest cloth 82 armor +12 stamina +16 spirit requires level 58 item level 63 equip: increases spell power by 16. equip: improves haste rating by 11. ""clothing pulled from the pages of a book""   you haven't collected this appearance"
515313,Timelost Vestments,False,47,52,Chest,INVTYPE_ROBE,Armor,Cloth,3,16,0,11,0,0,0,0,23.15,True,False,True,"Felwood 57.0, 86.0 [CONFIRMED]",timelost vestments worldforged binds when picked up chest cloth 23 armor +12 stamina requires level 47 item level 52 equip: increases spell power by 16. equip: improves haste rating by 11.   you haven't collected this appearance
410221,Ashstone Robes,False,56,61,Chest,INVTYPE_ROBE,Armor,Cloth,3,19,0,0,0,0,20,0,19.0,True,False,True,"Burning Steppes 16.0, 26.0 [FADING]",ashstone robes worldforged binds when picked up chest cloth 80 armor +14 stamina +20 spirit requires level 56 item level 61 equip: increases spell power by 19.   you haven't collected this appearance
410025,Scarlet Robe,False,56,61,Chest,INVTYPE_ROBE,Armor,Cloth,3,0,17,0,0,12,15,0,18.4,True,False,True,"Western Plaguelands 45.1, 15.1 [FADING]",scarlet robe worldforged binds when picked up chest cloth 80 armor +12 stamina +17 intellect +15 spirit requires level 56 item level 61 equip: improves critical strike rating by 12.   you haven't collected this appearance
515783,Chitinous Chest,False,47,52,Chest,INVTYPE_CHEST,Armor,Mail,3,0,17,0,0,12,0,0,18.4,True,False,True,"Tanaris 55.9, 77.2 [CONFIRMED]",chitinous chest worldforged binds when picked up chest mail 265 armor +12 agility +17 intellect requires level 47 item level 52 equip: improves critical strike rating by 12.   you haven't collected this appearance
410061,Silithic Scale Hauberk,False,59,64,Chest,INVTYPE_CHEST,Armor,Mail,3,0,0,0,14,13,0,0,11.5,True,False,True,"Silithus 23.7, 62.4 [CONFIRMED]",silithic scale hauberk worldforged binds when picked up chest mail 352 armor +12 agility +12 stamina requires level 59 item level 64 equip: improves critical strike rating by 13. equip: improves hit rating by 14.   you haven't collected this appearance
515368,Brand New Bikini,False,52,57,Chest,INVTYPE_CHEST,Armor,Leather,3,0,0,0,15,0,0,0,6.75,True,False,True,"Un'Goro Crater 30.2, 56.8 [CONFIRMED]",brand new bikini worldforged binds when picked up chest leather 150 armor +13 agility requires level 52 item level 57 equip: increases attack power by 19. equip: improves hit rating by 15.   you haven't collected this appearance
